"Participant","Age","Gender","Lote","Proficiency","Age_Englsh","Age_Lote","Item.number","Type","Value","Lexicalization","Bias","Order","Group","Context"
4,21,"Male",NA,"Not applicable.",NA,NA,44,"experiment",13,109,"Bad","Filler","A","Lenny was excited to watch the basketball championship game and invited his friends over.  Everyone had work to do%2C though%2C and none of his friends could make it."
4,21,"Male",NA,"Not applicable.",NA,NA,45,"experiment",77,18,"Res","VPO","A","It was the first day of fall exam week at Kennedy High School.  Principal Chen printed a sign  asking students to please be as quiet as possible in the halls.  One of the teachers taped it up on the front door.  As he left for lunch that day%2C he found the sign ripped down%2C lying on the front steps."
4,21,"Male",NA,"Not applicable.",NA,NA,46,"experiment",26,109.5,"Good","Filler","A","Liam and his friend Nate each have two older sisters.  Liam's sisters are nice and get along well with each other and with Liam."
4,21,"Male",NA,"Not applicable.",NA,NA,47,"experiment",69,19,"Res","VOP","A","In a tree in Dashaun's backyard%2C a pair of robins built a nest and the mother soon laid an egg.  The egg hatched and Dashaun watched the baby robin  grow. One day%2C when the parents were away from the nest%2C the baby bird fell out of the nest.  Dashaun got a ladder from the garage."
4,21,"Male",NA,"Not applicable.",NA,NA,48,"experiment",12,110,"Bad","Filler","A","Lucy's two daughters normally like exactly the same foods.  But they differ when it comes to sushi%2C which Emily loves but Monica hates."
4,21,"Male",NA,"Not applicable.",NA,NA,49,"experiment",0,20,"Rep","U","A","Cameron was looking forward to the burrito he had just bought.  As he unwrapped it%2C one of the corners of the burrito came open and a piece of chicken stuck out.  He tucked it back in.  He picked up the burrito to dip it in some sauce%2C and the piece of chicken poked back out.  Cameron was annoyed."
4,21,"Male",NA,"Not applicable.",NA,NA,50,"experiment",90,110.5,"Good","Filler","A","When they were little%2C Sam and his brother thought that Burger King was a real person."
4,21,"Male",NA,"Not applicable.",NA,NA,10,"experiment",99,100.5,"Good","Filler","A","Manuel and his daughter Violet went out for dinner.  Manuel encourages his family not to eat meat."
4,21,"Male",NA,"Not applicable.",NA,NA,11,"experiment",99,1,"Res","VOP","A","Maria was playing ball on the sidewalk.  She tripped and fell down%2C and then got back up.  At that moment%2C though%2C her brother%2C Alex%2C came jogging around the corner."
4,21,"Male",NA,"Not applicable.",NA,NA,12,"experiment",15,101,"Bad","Filler","A","Detective Jackson narrowed the murder suspects to just four: Louis%2C Janet%2C Donald and Mitch.  The next day%2C Detective Jackson learned that Janet was not involved in the crime%2C since she was out of the state when the murder happened."
4,21,"Male",NA,"Not applicable.",NA,NA,13,"experiment",0,2,"Rep","U","A","Edna bought a ceramic vase.  One day%2C Edna's puppy ran into the vase and broke off the handle. Edna glued it back on%2C but a week later her cat broke the handle. "
4,21,"Male",NA,"Not applicable.",NA,NA,14,"experiment",74,101.5,"Good","Filler","A","Lisa's girlfriend was coming over for dinner. Lisa knew she hated spicy food."
4,21,"Male",NA,"Not applicable.",NA,NA,15,"experiment",74,3,"Rep","VPO","A","Amy got a doll for her birthday.  The package contained a little purple hat%2C which Amy loved.  She immediately put it on the doll.    While she was asleep%2C her big brother found it and took off the doll's purple hat.  The next morning Amy found her doll not wearing its hat."
4,21,"Male",NA,"Not applicable.",NA,NA,16,"experiment",0,102,"Bad","Filler","A","Reggie's pet parrot died.  It was a beautiful bird%2C but died young."
4,21,"Male",NA,"Not applicable.",NA,NA,17,"experiment",99,4,"Rep","VOP","A","Gwen bought a container of strawberries at the store.  As she was unloading her groceries at home%2C the lid to the strawberries came open and the berries spilled out of the container onto Gwen's counter.  Gwen put them back in the container and left the room to wash her hands.  When she returned%2C her toddler had dumped the strawberries out of the container."
4,21,"Male",NA,"Not applicable.",NA,NA,18,"experiment",67,102.5,"Good","Filler","A","It was Nancy's birthday%2C and Nancy's grandmother called to say she would come by to bring her a cake."
4,21,"Male",NA,"Not applicable.",NA,NA,19,"experiment",0,5,"Res","U","A","Tammy's dad bought a new blender.  Tammy%2C who loved mechanical things%2C discovered it and took it completely apart%2C to learn how it works. Fortunately%2C Tammy's dad found all the pieces."
4,21,"Male",NA,"Not applicable.",NA,NA,20,"experiment",99,103,"Bad","Filler","A","The week before the state test%2C each student in Ashley's class was assigned a different teacher to help them prepare. During the week%2C a snowstorm struck and many of the teachers had to stay home."
4,21,"Male",NA,"Not applicable.",NA,NA,21,"experiment",50,6,"Res","VPO","A","Oscar bought his kitten a stuffed animal to play with.  The kitten was so rough with it that%2C by the next day%2C the kitten had pulled out all of the toy's stuffing.  Oscar discovered the shredded toy."
4,21,"Male",NA,"Not applicable.",NA,NA,22,"experiment",99,103.5,"Good","Filler","A","It was a great New Year's Eve party. Kate%2C though%2C had several more drinks than she should have.  Mary felt bad for her."
4,21,"Male",NA,"Not applicable.",NA,NA,27,"experiment",82,9,"Rep","VPO","A","One day%2C a stray cat Gloria had never seen before began meowing outside her door. Gloria opened the door and brought it in.  Gloria's dad soon decided that he didn't like the cat and sent it outside.  The next morning%2C Gloria discovered the cat back on their doorstep."
4,21,"Male",NA,"Not applicable.",NA,NA,28,"experiment",13,105,"Bad","Filler","A","Professor Kaur offered an extra help session every Wednesday at 4:00.  During the whole semester%2C not a single student ever showed up."
4,21,"Male",NA,"Not applicable.",NA,NA,25,"experiment",0,8,"Rep","U","A","Carol bought a Christmas tree and put it up in her living room.  That night%2C Carol's cat bumped into the tree and knocked it down.  Carol found it on the floor the next day."
4,21,"Male",NA,"Not applicable.",NA,NA,26,"experiment",99,104.5,"Good","Filler","A","Aria's brother wanted her to hear a new rap album just out.  He played for her the first four tracks before she stopped him%2C because she had to go to work."
4,21,"Male",NA,"Not applicable.",NA,NA,31,"experiment",0,11,"Res","U","A","Doug took his canoe out for a trip around his favorite lake.   All of a sudden%2C a young duck crash landed inside his canoe%2C having apparently just gotten tangled in a power line above.  The duck%2C dazed and injured%2C stumbled on the edge of the canoe and then fell into the water.  Doug decided to take the duck to the park ranger station."
4,21,"Male",NA,"Not applicable.",NA,NA,32,"experiment",7,106,"Bad","Filler","A","When she turned 14%2C Gwen began listening to rap and has loved it ever since."
4,21,"Male",NA,"Not applicable.",NA,NA,29,"experiment",99,10,"Rep","VOP","A","Mandy bought a brand new bicycle.  She also bought a bell for the handlebar%2C and put it on herself. One day%2C she parked her bike at the grocery store and went in to shop.  When she emerged%2C she found the bell on the ground next to her bike.  Someone had knocked it off.  Mandy rode home and got out her tools."
4,21,"Male",NA,"Not applicable.",NA,NA,30,"experiment",87,105.5,"Good","Filler","A","Doug and his friends believed that it was Marvin who had told the teacher that they cheated on the test.  Later they found out that Marvin hadn't done it."
4,21,"Male",NA,"Not applicable.",NA,NA,56,"experiment",7,112,"Bad","Filler","A","Julie%2C a zoologist%2C explained that female baboons' chests get red when they are pregnant.  But other things can cause a reddened chest%2C too. "
4,21,"Male",NA,"Not applicable.",NA,NA,57,"experiment",59,24,"Res","VPO","A","Sam and Alex decided to celebrate their anniversary with a bottle of wine and a picnic in the park.  Sam uncorked the bottle and served the wine.    When it was time to go%2C there was still wine in the bottle%2C which Sam decided to take home."
5,21,"Female",NA,"Not applicable.",NA,NA,25,"experiment",99,8,"Res","VOP","B","Dennis brought Carol a Christmas tree and he put it up in her living room.  That night%2C Carol's cat bumped into the tree and knocked it down.  Carol found it on the floor the next day."
5,21,"Female",NA,"Not applicable.",NA,NA,26,"experiment",99,104.5,"Good","Filler","B","Aria's brother wanted her to hear a new rap album just out.  He played for her the first four tracks before she stopped him%2C because she had to go to work."
5,21,"Female",NA,"Not applicable.",NA,NA,56,"experiment",99,112,"Bad","Filler","B","Julie%2C a zoologist%2C explained that female baboons' chests get red when they are pregnant.  But other things can cause a reddened chest%2C too. "
5,21,"Female",NA,"Not applicable.",NA,NA,57,"experiment",11,24,"Res","U","B","Sam and Alex decided to celebrate their anniversary with a bottle of wine and a picnic in the park.  Sam uncorked the bottle and served the wine.    When it was time to go%2C there was still wine in the bottle%2C which Sam decided to take home."
5,21,"Female",NA,"Not applicable.",NA,NA,29,"experiment",99,10,"Rep","VPO","B","Mandy bought a brand new bicycle.  She also bought a bell for the handlebar%2C and put it on herself. One day%2C she parked her bike at the grocery store and went in to shop.  When she emerged%2C she found the bell on the ground next to her bike.  Someone had knocked it off.  Mandy rode home and got out her tools."
5,21,"Female",NA,"Not applicable.",NA,NA,30,"experiment",99,105.5,"Good","Filler","B","Doug and his friends believed that it was Marvin who had told the teacher that they cheated on the test.  Later they found out that Marvin hadn't done it."
5,21,"Female",NA,"Not applicable.",NA,NA,27,"experiment",26,9,"Rep","U","B","One day%2C a stray cat Gloria had never seen before began meowing outside her door. Gloria opened the door and brought it in.  Gloria's dad soon decided that he didn't like the cat and sent it outside.  The next morning%2C Gloria discovered the cat back on their doorstep."
5,21,"Female",NA,"Not applicable.",NA,NA,28,"experiment",0,105,"Bad","Filler","B","Professor Kaur offered an extra help session every Wednesday at 4:00.  During the whole semester%2C not a single student ever showed up."
5,21,"Female",NA,"Not applicable.",NA,NA,33,"experiment",11,12,"Res","U","B","Martha bought a jar of Nutella.  That afternoon%2C her brother opened it and ate half the jar%2C leaving the lid on the counter.  Martha was furious."
5,21,"Female",NA,"Not applicable.",NA,NA,34,"experiment",99,106.5,"Good","Filler","B","Chemistry was easy for Jenna who usually got good grades without studying.  On her last quiz%2C however%2C Jenna struggled and received a D."
5,21,"Female",NA,"Not applicable.",NA,NA,31,"experiment",95,11,"Rep","VOP","B","Doug took his canoe out for a trip around his favorite lake.   Along the way%2C he came across an injured duck floating in the water%2C and decided to take it to the park ranger station.  He lifted it in the canoe.  The duck%2C dazed and injured%2C stumbled on the edge of the canoe and then fell back into the water.  Doug maneuvered  the canoe around to where the duck lay in the water."
5,21,"Female",NA,"Not applicable.",NA,NA,32,"experiment",0,106,"Bad","Filler","B","When she turned 14%2C Gwen began listening to rap and has loved it ever since."
5,21,"Female",NA,"Not applicable.",NA,NA,37,"experiment",99,14,"Res","VOP","B","Mr. Avery decided to create a little pond in his backyard next to his flower garden.  He spent the afternoon digging a 4-foot wide basin.  That night a rainstorm came and filled up the pond.  Soon%2C a long heat wave dried up the little pond.  Mr. Avery got out the garden hose."
